amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids
406-4237360-1958752	406-4237360-1958752	2025-01-27T20:18:34+00:00	2025-01-28T05:12:00+00:00	Shipped	Amazon	Amazon.ae		Expedited	Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black - HDTB520XK3AA	HDTB520EK3AA-2	B0BQX6NNVC	Shipped	1	AED	259.0		0.75					0.75	Dubai			AE	
408-4170364-6079527	408-4170364-6079527	2025-01-27T17:57:35+00:00	2025-01-28T05:00:06+00:00	Shipped	Amazon	Amazon.ae		NextDay	Lexar SODIMM DDR4 RAM 8GB 3200 MHz, 260-Pin SODIMM Laptop Memory, High Performance SO-DIMM, PC Laptop Computer Memory (LD4AS008G-B3200GSST)	LD4AS008G-B3200GSST	B09CMX639M	Shipped	2	AED	107.98								Abu Dhabi	Abu Dhabi	0000	AE	
402-2409111-2808316	402-2409111-2808316	2025-01-27T11:26:01+00:00	2025-01-28T04:59:31+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	65.0		2.5					2.5	Abu Dhabi			AE	PAWS-V2-25040697017-91
402-3432357-4722731	402-3432357-4722731	2025-01-27T03:53:10+00:00	2025-01-28T04:38:17+00:00	Cancelled	Amazon	Amazon.ae		Standard	WD 4 TB Elements Portable Hard Drive Black - WDBU6Y0040BBK-WESN	WDBU6Y0040BBK-WESN	B0713WPGLL	Cancelled	0										Dubai			AE	
407-0812262-1393965	407-0812262-1393965	2025-01-27T13:56:49+00:00	2025-01-28T04:19:28+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	65.0		2.5					2.5	Abu Dhabi			AE	PAWS-V2-25040697017-91
403-4740426-7269954	403-4740426-7269954	2025-01-27T13:58:39+00:00	2025-01-28T03:55:09+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.0		10.0					10.0	Dubai			AE	
403-4809580-4713944	403-4809580-4713944	2025-01-27T14:01:34+00:00	2025-01-28T03:55:05+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.0		10.0					10.0	Dubai			AE	
402-4536847-4138749	402-4536847-4138749	2025-01-27T16:49:44+00:00	2025-01-28T03:31:47+00:00	Shipped	Amazon	Amazon.ae		Standard	NETGEAR Orbi Wall Mount Kit RBKWM-10000S	RBKWM-10000S	B086V458W7	Shipped	4	AED	396.0		10.0					10.0	Dubai			AE	
402-6302484-5767535	402-6302484-5767535	2025-01-27T16:15:35+00:00	2025-01-28T03:27:31+00:00	Shipped	Amazon	Amazon.ae		Standard	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0		2.5					2.5	Dubai			AE	PAWS-V2-25040697017-91
404-1937237-1353968	404-1937237-1353968	2024-12-26T17:23:46+00:00	2025-01-28T03:16:39+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	71.25		5.0						Dubai			AE	
408-4288385-6389941	408-4288385-6389941	2025-01-27T11:14:49+00:00	2025-01-28T02:48:41+00:00	Shipped	Amazon	Amazon.ae		NextDay	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	65.0		0.61						Ajman			AE	
402-4218356-5304330	402-4218356-5304330	2025-01-27T23:33:34+00:00	2025-01-28T00:38:28+00:00	Cancelled	Amazon	Amazon.ae		Expedited	SanDisk 128GB Extreme Pro microSD UHS I Card for 4K Video on Smartphones, Action Cams & Drones 200MB/s Read, 90MB/s Write, SDSQXCD 128G GN6MA, Red/Bla	SDSQXCD-128G-GN6MA	B09X7DNF6G	Cancelled	0										Dubai			AE	
